2.225762557983398438e+01 2.176951026916503906e+01 2.100574874877929688e+01 2.161414337158203125e+01 2.091669654846191406e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.498939514160156250e+01 1.417228889465332031e+01 1.483979225158691406e+01 1.583932495117187500e+01 1.588922691345214844e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
5.403905391693115234e+00 5.601787090301513672e+00 5.942132472991943359e+00 6.806337833404541016e+00 6.913509845733642578e+00 7.102007389068603516e+00 6.965410709381103516e+00 6.871014595031738281e+00 6.447357654571533203e+00 6.161433219909667969e+00 5.827635288238525391e+00 5.276147842407226562e+00 5.347249031066894531e+00 5.381962776184082031e+00 5.794652938842773438e+00 5.686669826507568359e+00 6.039958000183105469e+00 6.190279483795166016e+00 6.259374141693115234e+00 6.667878627777099609e+00 6.908966541290283203e+00 6.634654521942138672e+00 5.800770759582519531e+00 7.452253818511962891e+00 7.681573867797851562e+00 7.485373973846435547e+00 6.146498680114746094e+00 6.347879409790039062e+00 5.984820842742919922e+00 6.221282958984375000e+00 6.126430511474609375e+00 6.372292041778564453e+00 6.580543518066406250e+00 6.825118064880371094e+00 7.156270980834960938e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|7.007863998413085938e+00 6.816313743591308594e+00 6.847042560577392578e+00 6.675384998321533203e+00 6.085875988006591797e+00 5.455323219299316406e+00 4.924783229827880859e+00 4.287481307983398438e+00 4.410941600799560547e+00 4.066000461578369141e+00 3.717117786407470703e+00 4.575745105743408203e+00 3.952074050903320312e+00 3.206012487411499023e+00 2.905760526657104492e+00 2.355456113815307617e+00 2.612541437149047852e+00 2.280353784561157227e+00 2.749547004699707031e+00 2.918037891387939453e+00 2.702145099639892578e+00 2.405383110046386719e+00 4.554147243499755859e+00 6.222065925598144531e+00 6.307510852813720703e+00 5.798673152923583984e+00 5.835149288177490234e+00 5.585621833801269531e+00 6.115101814270019531e+00 6.594058036804199219e+00 7.492021083831787109e+00 7.847019672393798828e+00 7.499253749847412109e+00 7.376972198486328125e+00 7.041898727416992188e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
9.236352920532226562e+00 9.311951637268066406e+00 1.002456188201904297e+01 9.969684600830078125e+00 1.063059806823730469e+01 1.077575397491455078e+01 1.089848613739013672e+01 1.025167560577392578e+01 1.149010658264160156e+01 1.054512882232666016e+01 9.907972335815429688e+00 1.009574413299560547e+01 1.086454582214355469e+01 1.114007472991943359e+01 1.138267517089843750e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.292114448547363281e+01 1.356863975524902344e+01 1.355970096588134766e+01 1.209115886688232422e+01 1.171061515808105469e+01 1.241386699676513672e+01 1.308158493041992188e+01 1.287719726562500000e+01 1.330773544311523438e+01 1.507471275329589844e+01 1.492927932739257812e+01 1.432282447814941406e+01 1.450164604187011719e+01 1.396253681182861328e+01 1.232586669921875000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.655435752868652344e+01 1.745341300964355469e+01 1.732700538635253906e+01 1.655061531066894531e+01 1.626116943359375000e+01 1.575167942047119141e+01 1.544704151153564453e+01 1.512708091735839844e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.547948718070983887e+00 2.066806316375732422e+00 2.791209220886230469e+00 3.224757671356201172e+00 2.439075231552124023e+00 1.770145773887634277e+00 3.015025138854980469e+00 2.297190189361572266e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-6.719663619995117188e+00 -8.277160644531250000e+00 -7.532790184020996094e+00 -7.682830333709716797e+00 -7.353802204132080078e+00 -7.160685539245605469e+00 -9.598448753356933594e+00 -8.920956611633300781e+00 -9.047719955444335938e+00 -8.415585517883300781e+00 -8.154236793518066406e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|4.029558658599853516e+00 4.698117256164550781e+00 4.977469444274902344e+00 4.179998397827148438e+00 3.628176689147949219e+00 2.984165191650390625e+00 3.644364356994628906e+00 3.668840408325195312e+00 2.853493452072143555e+00 2.502434253692626953e+00 3.088353633880615234e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
6.973742008209228516e+00 6.380820751190185547e+00 6.828113079071044922e+00 7.188806533813476562e+00 7.871897220611572266e+00 8.403506278991699219e+00 7.776223182678222656e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|8.435300827026367188e+00 7.794901371002197266e+00 7.090119361877441406e+00 6.363470554351806641e+00 6.673172473907470703e+00 7.359414577484130859e+00 7.923014640808105469e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
3.502938270568847656e+00 3.299565553665161133e+00 3.995322704315185547e+00 4.445646286010742188e+00 4.797425746917724609e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|-4.955422401428222656e+00 -5.922228336334228516e+00 -6.632468223571777344e+00 -5.323796749114990234e+00 -6.003008842468261719e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.739189529418945312e+01 1.749024391174316406e+01 1.695619392395019531e+01 1.656866836547851562e+01 1.578256607055664062e+01 1.516476345062255859e+01 1.572984981536865234e+01 1.556037521362304688e+01 1.474302864074707031e+01 1.471275901794433594e+01 1.539815902709960938e+01 1.620171928405761719e+01 1.656742095947265625e+01 1.605898857116699219e+01 1.555466461181640625e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|5.022378921508789062e+00 5.900538921356201172e+00 5.569037914276123047e+00 4.903235435485839844e+00 4.016147613525390625e+00 4.415158748626708984e+00 4.667211532592773438e+00 5.376310825347900391e+00 6.508008956909179688e+00 5.940014839172363281e+00 6.088098049163818359e+00 6.726236343383789062e+00 6.145320892333984375e+00 5.987575531005859375e+00 6.659022808074951172e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
2.217562103271484375e+01 2.263364028930664062e+01 2.283410263061523438e+01 2.212899589538574219e+01 2.025925254821777344e+01 2.062608337402343750e+01 2.059361267089843750e+01 2.101475524902343750e+01 2.118113899230957031e+01 2.156272888183593750e+01 2.243130493164062500e+01 2.303191375732421875e+01 2.251912117004394531e+01 2.196705436706542969e+01 2.174061203002929688e+01 2.136591339111328125e+01 2.185009765625000000e+01 2.162099647521972656e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|-5.408793091773986816e-01 -1.114576816558837891e+00 -2.537461042404174805e+00 -3.597572088241577148e+00 -3.358376979827880859e+00 -2.803954839706420898e+00 -3.968997716903686523e+00 -4.213119506835937500e+00 -3.635560035705566406e+00 -3.153762102127075195e+00 -2.979254484176635742e+00 -1.932718873023986816e+00 -1.813853502273559570e+00 -2.084988594055175781e+00 -2.547500848770141602e+00 -9.584447145462036133e-01 -1.206723570823669434e+00 -1.687183141708374023e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
2.141178321838378906e+01 2.184003448486328125e+01 2.142283630371093750e+01 2.087212181091308594e+01 1.962728881835937500e+01 2.033159637451171875e+01 1.935034751892089844e+01 1.958015251159667969e+01 2.024039840698242188e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|3.071256399154663086e+00 2.379614114761352539e+00 1.594980716705322266e+00 2.100624322891235352e+00 2.773938894271850586e+00 2.802043437957763672e+00 2.080721616744995117e+00 1.283644914627075195e+00 1.434993386268615723e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
6.608887672424316406e+00 6.888453960418701172e+00 7.239400863647460938e+00 7.767678737640380859e+00 8.031666755676269531e+00 8.138924598693847656e+00 7.986009120941162109e+00 7.427455425262451172e+00 7.967171669006347656e+00 8.217761039733886719e+00 8.570303916931152344e+00 8.706953048706054688e+00 8.942228317260742188e+00 9.212622642517089844e+00 8.628573417663574219e+00 7.882891178131103516e+00 7.587741374969482422e+00 7.311686515808105469e+00 6.599182128906250000e+00 6.734234333038330078e+00 6.930361270904541016e+00 1.000458908081054688e+01 1.015441417694091797e+01 9.923435211181640625e+00 9.323698043823242188e+00 9.447482109069824219e+00 9.335289001464843750e+00 9.660856246948242188e+00 9.196400642395019531e+00 8.947963714599609375e+00 8.467079162597656250e+00 7.206636428833007812e+00 7.150050640106201172e+00 7.380376815795898438e+00 7.612175941467285156e+00 7.755003452301025391e+00 7.634906291961669922e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|6.174079895019531250e+00 6.462605476379394531e+00 6.947829246520996094e+00 7.316224098205566406e+00 7.631713867187500000e+00 8.179017066955566406e+00 8.599176406860351562e+00 9.837100028991699219e+00 9.314939498901367188e+00 9.748258590698242188e+00 9.211806297302246094e+00 8.531825065612792969e+00 8.154808044433593750e+00 8.313822746276855469e+00 7.866501331329345703e+00 9.967822074890136719e+00 9.525217056274414062e+00 9.229945182800292969e+00 8.536273956298828125e+00 8.852242469787597656e+00 8.645751953125000000e+00 7.794946193695068359e+00 7.450547218322753906e+00 7.131814956665039062e+00 7.931232452392578125e+00 7.558225631713867188e+00 7.116405010223388672e+00 6.775207042694091797e+00 6.542571544647216797e+00 6.214617729187011719e+00 6.129760742187500000e+00 5.650723457336425781e+00 6.124158859252929688e+00 6.368633270263671875e+00 6.125070095062255859e+00 5.828812599182128906e+00 5.481075286865234375e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
3.062541484832763672e+00 3.187785863876342773e+00 3.533106327056884766e+00 3.949336290359497070e+00 3.783465623855590820e+00 3.427241563796997070e+00 2.991149425506591797e+00 2.221063375473022461e+00 2.058226585388183594e+00 1.845416307449340820e+00 2.353783845901489258e+00 2.272452116012573242e+00 1.289651751518249512e+00 8.267080783843994141e-01 8.492176532745361328e-01 1.276226639747619629e+00 1.052743196487426758e+00 1.791202902793884277e+00 1.284021139144897461e+00 5.490923523902893066e-01 8.754489421844482422e-01 3.651715815067291260e-01 -3.820748627185821533e-02 1.383818387985229492e-01 5.054393410682678223e-01 1.440333724021911621e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|3.037928819656372070e+00 3.709292411804199219e+00 4.581775665283203125e+00 4.225741863250732422e+00 3.745326995849609375e+00 4.117159843444824219e+00 4.166052341461181641e+00 4.085041522979736328e+00 2.924081802368164062e+00 3.346705675125122070e+00 2.531122922897338867e+00 3.529489755630493164e+00 1.820082187652587891e+00 2.219482898712158203e+00 1.831146359443664551e+00 2.459506750106811523e+00 3.102301120758056641e+00 2.580841541290283203e+00 4.122322082519531250e+00 4.190038204193115234e+00 4.536012172698974609e+00 3.793839693069458008e+00 2.655957221984863281e+00 2.183042526245117188e+00 2.510241746902465820e+00 3.223491430282592773e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-5.602429389953613281e+00 -6.080143928527832031e+00 -5.829249858856201172e+00 -6.002164840698242188e+00 -5.316718578338623047e+00 -5.391591072082519531e+00 -4.845788955688476562e+00 -4.261854171752929688e+00 -3.919565916061401367e+00 -3.564826965332031250e+00 -3.597940683364868164e+00 -3.945768594741821289e+00 -4.550523281097412109e+00 -4.675073623657226562e+00 -5.023475646972656250e+00 -4.979492187500000000e+00 -4.631358623504638672e+00 -4.083227634429931641e+00 -4.254668712615966797e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|-1.386563420295715332e+00 -1.710795402526855469e+00 -2.166338682174682617e+00 -2.826236486434936523e+00 -2.708621740341186523e+00 -3.316433191299438477e+00 -3.404262542724609375e+00 -3.913651943206787109e+00 -3.596130609512329102e+00 -3.055755853652954102e+00 -1.913459897041320801e+00 -2.294612884521484375e+00 -2.470538377761840820e+00 -2.101778507232666016e+00 -1.635153532028198242e+00 -9.711787104606628418e-01 -5.075624585151672363e-01 -7.920151948928833008e-01 -1.158207297325134277e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.333297491073608398e+00 1.161593914031982422e+00 -4.453860223293304443e-01 -8.059951663017272949e-01 -3.076931536197662354e-01 3.763737380504608154e-01 8.488786220550537109e-01 5.777881145477294922e-01 1.105945467948913574e+00 7.499434947967529297e-01 1.016726121306419373e-01 2.471877485513687134e-01 1.905410766601562500e+00 1.470912098884582520e+00 1.491077661514282227e+00 7.201163768768310547e-01 3.870560228824615479e-01 -4.279091209173202515e-02 -5.561575889587402344e-01 -1.128116965293884277e+00 -1.418192386627197266e+00 -1.255619645118713379e+00 -9.574518799781799316e-01 -4.068538844585418701e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|7.251524925231933594e+00 6.769028186798095703e+00 5.107635498046875000e+00 4.474626064300537109e+00 4.410498619079589844e+00 4.467401981353759766e+00 4.470576286315917969e+00 5.022580623626708984e+00 5.117778301239013672e+00 5.482945919036865234e+00 5.493382930755615234e+00 6.090381622314453125e+00 6.049620628356933594e+00 6.185624599456787109e+00 5.498368263244628906e+00 5.993734359741210938e+00 6.764358520507812500e+00 7.225717544555664062e+00 7.077565670013427734e+00 6.855525493621826172e+00 6.330934047698974609e+00 5.798856735229492188e+00 6.233735084533691406e+00 6.351838588714599609e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.157335186004638672e+01 1.126794910430908203e+01 1.126095390319824219e+01 1.153918170928955078e+01 1.201423549652099609e+01 1.200678348541259766e+01 1.252570056915283203e+01 1.251392841339111328e+01 1.274070453643798828e+01 1.255462932586669922e+01 1.303233337402343750e+01 1.293423461914062500e+01 1.234360599517822266e+01 1.322289371490478516e+01 1.230737113952636719e+01 1.273554039001464844e+01 1.260674667358398438e+01 1.173396778106689453e+01 1.102161693572998047e+01 1.053713798522949219e+01 1.015815830230712891e+01 1.042680263519287109e+01 1.082933330535888672e+01 1.125774955749511719e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|-3.106056213378906250e+00 -2.439156532287597656e+00 -1.713600039482116699e+00 -6.408804059028625488e-01 -6.994084119796752930e-01 -1.121483802795410156e+00 -9.568230509757995605e-01 -1.448694229125976562e+00 -2.363767147064208984e+00 -4.780640602111816406e+00 -4.514160633087158203e+00 -3.253816604614257812e+00 -3.240373373031616211e+00 -3.702173948287963867e+00 -4.242918968200683594e+00 -4.093009471893310547e+00 -3.611479282379150391e+00 -3.601583719253540039e+00 -3.221608877182006836e+00 -2.653024435043334961e+00 -2.260541439056396484e+00 -1.825977325439453125e+00 -1.305536270141601562e+00 -1.117996692657470703e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
